,UserName,content,score,sentiment
274,Makunt Izichi,"Such a simple, easy, fun game to play. The graphics and sounds and music are so aesthetically pleasing, the gameplay is simple and not so complicated like the other tycoon games. Everything about this game is so therapeutic and beautiful. I absolutely love playing it, the penguins are so adorable and you really can de stress with this gorgeous game. Well done guys.",5,1
275,Cara Miller,"This game is so good. I like building a penguin world, and the music is calming. I play this as an idle app, so I don't mind waiting to get more coins. I'm at bh now. The only thing I don't like is that the ratio of collecting penguin hearts is SO different, and I can't boost it up. It will take forever to collect hearts that I need. Edit* they listened and the update is amazing! I can earn more hearts now!",5,1
276,Olivia Moore,"A game hasn't captivated my attention like this in a long time. I actually love how long it takes to gain coins and hearts. The ads, while longer (30 sec), aren't overly intrusive. If you're looking for a game to score big quick and ""beat"", this is not for you. It's a slow, wonderful burn that can absolutely be enjoyed without spending a single dime! At this point, I would pay to remove ads and stick with time based recharge, but $30/month isn't in the cards just to save a bit of time.",5,1
277,SayderCascading,"The game is relaxing, but there are a lot of microtransactions and even more ads. Normally I don't mind a few ads, but the developers have allowed political ads and I find that unacceptable. You can't collect everything (especially for events) without spending money. EDIT: Down to one star, app crashes every time I try to open it and interact with anything (including playing any ads) so can't even play, going to uninstall.",1,0
278,Wendy Wang,"It's great for the most part. The penguins are cute, and the music is very nice. However, if you already purchased multiple LE big packs in the store, you should be able to skip the ads and get the rewards right away. This game also makes my phone super hot. I'm using a pixel 2 so it's not a phone with super low specs. I still love it despite the flaws.",4,1
279,Amber Johnson,"I play many tycoon games, but there is something about this one that I genuinely LOVE! Not only is the game relaxing and very cute, but I enjoy that it's easy to progress through - it doesn't feel like it takes a million years to advance after a certain point. The only downside I have is the long advertisements. I have no problem supporting the game by watching ads, however with the whale summoning it would be nice to have a choice on watching one or spending some in game currency.",5,1
280,Shylynn Wolfgang,"I LOVE this game. There's no energy or anything so you can literally play for hours. Its calm and relaxed and just beautiful. You can purchase things, but it's definitely not a requirement like most games. There's also no pop-up annoying ads. Only thing I DONT like is the penguins like to hangout with the same species, there will be like 10 Macaroni penguins hanging out together. But all the species do it. Also, they tend to stay on the main island so there will only be a few on the other island",5,1
281,Lisa McDonald,"So this is a revised review. Since my last review, alot of exciting things have happened! A lot more penguins, a lot more interaction. I absolutely love this game! I look forward to every new penguin. So cute! I do wish that we could put out more decorations, i have to store decorations to put out new ones. I love the events, gives me something to shoot for. Every update brings something fun and cool. New penguins and deco. Thank developers for stepping up!!",5,1
282,leaffytoothpaste,"My first days playing this game was great... Until it started bugging out :/ Even when I complete a few of the quests, it doesn't register as having completed. I can't watch ads anymore either. Besides that, I love the design and it really is calming. The penguins are adorable. Love the music. Due to the bugs, I feel like I am stuck where I am at, and the game feels pointless. I hope the bugs will be fixed so I don't have to uninstall this entertaining game :/",3,1
283,Katie Bastian,"My kids really love this app, however for an ""Everyone"" appropriate app. There is a ""Teen"" add that pops up called Brainwash about about xray vision, it demonstrates seeing through peoples clothes. My son was like oh no what was that?! I don't know if you have any control over your adds, but if it can be removed I would definitely update my review",2,0
284,Travis Hibbs,"I love this app, but it's time to say farewell. The reason is kinda funny. I want Audrey. I'd totally buy Audrey for $2 or $3, but unfortunately she's part of a $15 bundle that includes things I'm not interested in, so I'm quitting to keep the whale within me from going too far. Thank you to the developers, I recommend this app wholeheartedly to anyone who wants a cute little stress reliever in their day.",4,1
285,Crystal Clubb,"Update: it's doing it again... Edit: I'm enjoying the game once again now that things are working correctly. I've lost lots of currency due to the hour glass not being on the screen. I thought it was fixed right after the update but it's still not showing the boat/whale, hour glass, or gift boxes. It's infuriating because if no currency is gained while away, upgrading is impossible.",1,0
286,John Hewitt,"Really well made idle clicker. Solid graphics, good sound. It's very stable overall. All in all a fun game to pick up and play. Lots of little surprises. It gives you a lot of freedom in doing upgrades. The photo system is a nice touch. The overall sense of progression is visible as you get more penguins, upgrades and new creatures. 5/5 for creative penguin design alone.",5,1
287,Christopher Gil,"It's such a beautiful game! One main reason this attracted me to download it because I love penguins haha. But graphics are great and so relaxing. And to progress is really reasonable. Not too slow. And ads I don't mind at all because you guys don't let it pop up randomly which is the way every game should be. And if I want to get extra stuff, I will watch the ad. One tiny suggestion is to add the actual penguins real sound each one specifically. And mini games! Wish I can say more! Great game!",5,1
288,Jenny Gould,"Like this game overall, but I end up watching a ton of ads so I can't quite categorize it as relaxing as it claims. Needs to be changed so you can decorate the place without the limit. I have a ton of stuff I've crafted but I can't put it anywhere! Why? Please change this! I want to make my isle awesome but it's barren in so many places. at this point in the game there's literally nothing else to do cuz I'm just waiting to level up and watching ad after ad. Also- 45 sec.ads are wayyy to long",3,1
289,Chris Sommers,"Overall can't recommend. Getting any meaningful progress requires watching a ton of long ads. You spend more time watching ads than playing the game. The upshot is there are no forced random ads. You choose to watch them for various ""bonuses,"" which are pretty much required to progress. But if you want to just watch penguins have fun, good luck because the app is poorly optimized and drains the battery faster than any other app I've used. My wireless charger can't even keep up.",2,0
290,First Last,"I would write my experience, if I could play the game. After the games done loading in it just freezes on the screen with penguin standing on the corner of the iceberg. It gets done loading and then the penguin starts the move but then he just freezes. The music is still playing in the background though. I tried clicking, dragging and zooming in on the screen but it's not doin anything. If this problem is fixed Ill reinstall it.",3,1
291,Wyatt N,"This game does ADs the best way possible. Unfortunately ADs are now normal in a game and the worst kind is forced or unrewarded, not with this game! I am voluntarily clicking on them because they're short, I get a sweet reward for watching, as well as a bigger reward for watching a certain amount. The game is nice and a calming idle game with detail put into it. From the camera option with zoom and water effects to the multiple different penguins and reward system that seems to never quit.",5,1
292,Zue Zue,"its pretty fun and seems great for most ages, it would be bice to have a some shorter ads if possible since it seems like you need to watch them alot, which i understand, especially for a free time based game, especially for upgrades, and maybe a lil fact about each type of penguin as you upgrade them to certain lvls, once i get farther in, ill give more details and opinions in better accuracy, but overall seems interesting at the moment, thanks. ^w^",4,1
293,Ray Lux,"This game is wierdly enjoyable. All you do is slowly build up an island full of funny little penguins. There's a ton of different kind of penguins and animals you can get. It's definitely a slow pace but that's the point. You can check in every day and make a bunch of upgrades and every day your island grows. There are a couple annoying things though, often to get rewards it will make you watch an ad. This is optional of course but you'll be watching a lot of the same stupid mobile ads.",3,1
294,Jessica Imperial,"I loved this game, it's so cute and funny. But a recent update made the game unplayable. It crashes right after being opened. Finally after multiple weeks of crashes with no news the game had a new update today (hooray they fixed it) except it wasn't a fix, it is the Christmas event... Which I can't participate in because the game will only stay open for seconds at a time 😭. Oh well, guess I'll have to play something else.",1,0
295,Hailey Thurston,"I NEVER chose to rate apps unless I have something to complain about. This is the first exception. This game is incredibly calming, and not based in ads either. Ads are optional and can be watched for quick progress, but progress is steady through the game regardless. It's the first farming game that doesn't force you to pay or watch ads in order to progress. I love it so much as it really helps me calm my anxiety. It reminds me of animal crossing in the way it relaxes me.",5,1
296,Stephanie St. Germain,"While it is a fun and cute time waster, it crashes far too often resulting in not getti g rewards for unlocking areas or opening chests. It freezes often when any prompt boxes come up for taking a picture, rewards, and to upgrade. The ads are also annoying when they're required to progress quests. The speed of game play plateaus super bad and the rest of the game even with ads is beyond grindy.",2,0
297,Ice Poseidon,The game is very beautiful and peaceful. The tasks and achievements are amazingly integrated into helping you progress. The one flaw is the need to watch ads to progress. I personally dont mind this but you need to watch ads for some achievements. It is extremely hard ot progress unless you watch ads. Another flaw is that theresnid nothing to do s lot of the time. I wish there was a minigame you could play with your penguins. Other than that. The game is fun especially if you like to grind.,4,1
298,Delilah Byrd,"Love it! Such a calming little game to play when youre bored or stressed out. Even if you close the game it will automatically save everything you did, and i love that you can customize the village with decorations! You dont need to have wifi to play, and you can still do everything you could normally do. One thing id like to see improved is the way you scroll through things. Its little laggy, and only scrolls after youve let go. The layout and graphics could be better, but overall a great game",4,1
299,7,"I play this game with my SO. My job requires a lot of paperwork, so I just leave the game open and let it run through a few commercials while I work. At the end of the day, before bed, we spend all the earnings and talk about how adorable each new animal is. Fantastic game for anyone who enjoys adorable little animals.",5,1
300,KingOfMC owo,"I just LOVE the app. All I know is that when I am upset, I will definitely go on this app. One feature I love is the backround music. It is so calming. I also love the animation for the treasure/pirate ship! (Great Job😀👍) Just the idea if making and island or glacier(forgot which) for penguins is great! I also like the idea of the ABC's at the end of my currency so I can understand where exactly how much I have. Overall, I would recommend this calming, peaceful and amazing game to my friends.",5,1
301,Jacey Newman,"This is my all-time favorite game. I've been playing it now for a full month and I love it so much. It entertains me a lot atleast. Sure, it has some ads, but atleast they aren't random ad's that just pop up, these ads are optional and you can watch them for rewards for your penguins. And I usually always do cause the 30 seconds of ads are worth it to me 😂 I'm weird though. My only one complaint is that is does make my phone extremely hot and drains the battery. But still worth it.",5,1
302,Hailey Stark,"The new update messed up the game. The ad rewards no longer work. They glitch out every time and I never get the reward for it. Especially with my offline one, it never gives me the reward and I can no longer watch ads for some reason to double it. Hasnt work since the new update but it ran fine before hand. I like the game and it can be a little challenge but still relaxing which is great. It has a wonderful balance between the two. I love all the penguins in the outfits! It's super cute.",4,1
303,Howard Low,"The game is pretty relaxing and nice to play. For a good amount of time, it gives you the satisfaction of levelling up the penguin. I have to give it a 3 a star because it forces you to watch through the FULL ads and there is no mechanics nor options to disable it, even if I'm willing to pay. I've watched more ads in a day on my mobile phone then my entire mobile life. Every time you resume the game, you have to watch THREE FULL UNSKIPPABLE ADS. The negativity makes the game painful",3,1
304,c James,"Everything about this game is amazing, especially the penguins & the graphics. However the end game currency management is messed up. The developers say they are fine tuning it but in the meantime they're happy to take your money for a game I question if you can actually finish. It doesn't take an advanced math degree to know when challenges get progressively more difficult or expensive while the % change in payouts is nowhere close to keeping pace, the game is going to stall out.",2,0
305,Genesis Sales,"I love this game but I have reached a hiatus and don't have much to do anymore. I'm at my last property to buy which is the Theater but I have already reached tier 20 of research and no more quests to complete. It is very hard to accrue coins to buy the last property without having quests and offline rewards aren't enough. Unfortunately, besides the love and compassion that I have acquired over the last few months of playing this game, I have to give it a rating of 4 stars.",4,1
306,Gay Knauf,"Hey habby, Thanks for removing so much lag and literally allowing us to have fun decorations, but. the limit is dumb, 30 is a bad amount, just make it where we dont have a limit, and maybe just not double prices once you buy a new island part, i have gotten to the aa part and the deer rance is just way to much, its gonna take me a long time. But still, keep up the good work habby.",5,1
307,Ibel Thorns,I love the way this game is set up. It keeps me coming back to see how my penguins are doing. I love the way you implement gems and the other forms of cash and that you can actually get gems quite easily with ads and tasks. I just absolutely love what you've done with the animations as well. They're all so cute and creative. I would have never expected a balloon popping at the adventure park or a cotton candy maker penguin. This is one of the best relaxing games I've ever played.,5,1
308,Gordatados,"Cute little game where you watch your penguins make money. Can even make some creatures that walk around with them. Nice and relaxing to watch. My only complaint is that there's not much of anything to DO. Maybe you could make a mini game for each habitat and use the penguins and creatures hatched to play in each mini game? Maybe you could win hearts or money or something. But all in all, I like this game. 👍 (And the event is up and working too.)",4,1
309,Oliver,"This game seems like it could be really great and fun, but unfortunately there are a few problems that make it quite annoying to play. The main issue is offline progress not working. 90% of the time my offline progress chest never shows up. Aside from that, the number of ads you have to watch to make any meaningful progress is painful. Half the time the ads don't even load, and when they do load they don't always give you the reward. Not unplayable in its current state, but it's annoying to play",2,0
310,kev john,"Entertaining and soothing, it offers a much-needed break from all the zombie and human killing that i do in the other games that i play. Absolutely free to play! There are a lot of ads though, and they can sometimes be repetitive (showing the same ad numerous times in a row), but it's not even close to being a deal-breaker for me. Some of the Quests can take awhile to complete (i.e. collecting penguin hearts) but the pace of the game allows you to progress slowly but surely.",4,1
311,corry hodgkin,The game is a blast. It's adorable and cute and easy. Grinding doesn't seem like a chore. The reason why I'm giving it the stars is because on more than one occasion I will load into the game and not receive the money I have earned offline. Please fix. This time alone I missed out on 4.5n gold...,3,1
312,Zakk Mullenix,"The game is a very good way to pass time if you're waiting for something, or you're bored. You'll always be greeted by the penguins (who are incredibly adorable) you can open chests, and get little cards to make special penguins, and they make me laugh to myself. Overall, I highly recommend getting the game! (Especially if you love penguins like me!)",5,1
313,Abby M,"I really love playing this game and hope they add more mini/arcade games in the future. There are too many adds, not on the main screen but to earn necessary items, and it can get tedious. It also takes way too long to earn hearts and I think there needs to be more ways to accelerate hearts. I'd like to see more penguins available and increased decorating space added as you grow your island.",4,1
314,Cody Stone,"The game was a lot of fun while I was still making progress not it's unbearably slow. I need 8.61 ar to unlock whale island and I'm only making about 500 an per second, with all penguins and stats maxed. At this rate I'll but stuck here forever. I haven't complained a bit up until now, the game has been a consistent grind but now its plateaued and I think the income needs some tweaking once you've progressed this far.",2,0
315,shutterbird 13,I upgraded my rating from one star to four because the game finally started working...and I really like it. The penguins are adorable and the rewards system is fairly plentiful. I've unlocked all but the last habitat. The only complaint I have is that the play is a little uneven. You're either earning money and hearts hand over fist and unlocking and creating left and right or you're stuck doing next to nothing but watching ads for a week straight. But it's charming.,4,1
316,Kimosabi H,"It's a fun game. The only issue that I have since the latest update is when I try to watch any video for another reward, the videos never open. I end up restarting the game, I even tried uninstalling and reinstalling the app with no luck. I really like the additional penguins and holiday decorations but I wish more could be displayed at a time. Also, my quest list is failing to update with new quests and I can't pay. 1 heart either, they both day updating check back later.",4,1
317,Jayme Ayn,I really love this game. It is soothing to play. Nothing that requires much thought. I took a 2 stars off because: 1. How long it takes helper penguin to remove something. 2. How limited space there is for decorating. Why have so many decorations options if so limited. I would love to decorate more but can't. 3. How long it takes to make something. I will keep playing because I love penguin's ha. Just wish wasn't limited on decoration placements.,3,1
318,Courtney Papa,"This game is excellent and a great way to relax. I would 110% recommend this game. It's simple to play, great background noise, and just overall a great game. There's ads but you're not required to watch them for every other move you make and I think it's awesome. I actually play the ads everytime the option comes along simply because it's my choice whether or not I do. Download this game, you wont regret it",5,1
319,Tiffany James,Fun but there seems to be a glitch. Every time I try to tap the screen to correct hearts or do something it moves. The island will go in the far distance and I have to scroll the screen to find the island again. Then if I tap the screen anymore it happens again. This makes it hard to collect items and play. Please fix this I would hate to have to delete the app stove when it works is actually fun. Samsung galaxy tab A,3,1
320,Avi Keating,"Overall, I love the aesthetics and I'm very excited to progress and grow my island, along with adding more penguins to my roster! But whenever I try to watch an ad for Pirate Ship Summoning and whatnot the game crashes. I wouldn't be annoyed if it didn't inhibit my gameplay, but a lot of the daily challenges revolve around being able to watch the ads, and it's making me unmotivated to actually bother playing the game, despite how much I've been enjoying it so far.",3,1
321,James Lupei,"I like everything about the game, raising penguin and watching them do their thing, but it has one big flaw: The quests. Complete 12 photo missions, summon ship 7 times, open 16 treasure boxes, collect 660 hearts, and they get worse. It's boring having to do these over and over again. You'd have to play for hours a day otherwise the research progress will be too far behind. Eventually I decided to quit. By itself it's a good game though, if you have the time for it.",3,1
322,Aes Velocity,"This game helps calm me down when I'm stressed or upset with the music and how easy everything is. My only complaint is how many times you have to watch ads to get rewards it's just annoying. :/ The music in the ads are usually annoying and I normally have my volume all the way up since the music is calming. I'm also not a fan of how long it takes to craft things. Like bro it takes 2 hours just to craft one thing! I'd say mabye 10 minutes is the limit. Anyways a super good game, and I love it!",5,1
323,Adam,"""Relaxing"" game? Sure... If you don't want any of the free gifts that pop up in the water. Otherwise you're hit with a 30 second ad immediately followed by a 15-20 second ad of the same thing. You literally can't progress without those gifts in the water. The ads are so long, it gives me 1-2mins of offline time for every ad that plays. How pathetic is that??",1,0
324,Sai Lakkimsetty,"This isn't a game in any traditional sense. This app is very inefficient as it drains a lot of battery. Edit: Thanks for your reply. I do have a suggestion. I think the game elements are rendered while they are offscreen as well; I don't know this for sure since this isn't open source, but just a hunch. That could be the reason why it's compute intense. Perhaps a better approach would be to just render elememts that are on-screen/ from camera first perspective.",2,0
325,MaxiMumSavageYT,"Been playing for 2-3 months now and the game a really great slow grinding! Super great graphics and all the animals are really lively, I have seen all the animals get stuck running in the same direction so I hope the AI does get an upgrade! Lots a people expect much from games like this but in general it's an ""idle"" game so like I said slow grinding unless you pay your way in",5,1
326,Dana Stribling,"2 weeks ago, I would have given this game 5 stars. It was easy to play, did involve some grinding, but you could still progress at a decent pace without spending money or HOURS on the game. But recently, that us not the case. I feel like I have been stuck in the same ""level"" for ages and my rate of money no longer really increases and it's just frustrating.",2,0
327,Hannah Werner,"I adore this game. I am glad they added the feature where your penguin can remove decorations on order to give you more space to fill in your own. My island is looking wonderful, although I am not sure if storing normal penguins will affect the gold and heart benefits that they offer... I want to make more space for the penguins to walk around. Other than that, the game is super cute and is a great way to idly spend time.",4,1
328,Haylee A,"I absolutely loved this game, super relaxing and cute. And then randomly one day it stopped opening completely. I tried updating it to no avail, even reached out to the developers and no response. I don't want to uninstall it and reinstall again because I've already invested a lot of time into this game and was almost to the end. Leaving this review in hopes that the developers will at least respond to this. Edit: they totally helped me figure it out, definitely recommend.",5,1
329,Laura Logan,"This game ruined my life. I had a talking to at work for missing meetings. My friends couldn't have a casual conversation with me without it turning into an argument that I ""Wasn't listening"" or ""We had this conversation yesterday, don't you remember it?"" or ""No, your penguins are not as important as my kid."" I spent over 25$ on gems and I'm living month to month as it is. I thought ""Oh, once I get to Z I'll shower."" Cut to AH and my head is itchy. Anyway, I had to uninstall it. Great game.",5,1
330,Brent Krous,"At first it's a pretty cool idle clicker. Then after you progress (not even very far), it turns into an app, where you logon a couple times a day, watch a few ads and close it. There really isn't a reason to stay on and ""click"" or do anything because eventually you're capped and it's 100% ad driven gameplay.",3,1
331,Austeja Surgailaite,"I played this game for the past two months and got all the way through the ferris wheel It's perfect for when you need something in the background. However, before you add any more content, YOU NEED TO ADDRESS RESEARCHAND CHALLENGE LEVELS. They run out prematurely, and especially without the research, it makes it impossible to get enough money for more worlds. I'll install again in a month or so if I see you've updated those things and added more worlds. Not interested in the workshop addition.",4,1
332,Jennifer Runion,"I love this game. Yes, if you want to build the higher level stuff it takes a while to amass that much gold, but to me it's supposed to be a slow and steady calming game. Collect your gold, maybe craft some decor, take a few pics of the penguins, and done. Adorable, simple, calm. Love it. Four stars only because some fun mini games or additional quests would be a great addition.",4,1
333,Elizabeth H,"The timer took longer and longer to show up as I played through the game until now it often doesn't show up. Also, if I don't have enough internet connection, the whale will tell me that and not give me any points but stay on the screen, however the gift box will disappear without giving me any points and I'll have to wait until the next time it wants to show up",3,1
334,Ben Kuiper,"I've put an unreasonable amount of time into this game for how much I hate it. I'm looking down the line and it'll be DAYS of in-game time before I can make the next permanent progression level. Once you get past the early game, the gameplay is literally just watching ads. 95% of meaningful progress is achieved through watching an ad. The game makes a pathetic attempt at contextualizing your ad watching experience (Summon a whale! Open a treasure chest!) But it really boils down to it intentionally crippling your progress until you watch literal dozens of ads to advance to the next level. Most clicker games are grinds for sure, but the best ones are about efficiency and prioritizing one advancement avenue over another. THIS one, on the other hand, is a series of arbitrary gates unlocked exclusively behind the player soullessly sitting through bite sized chunks of OTHER developers' content. Even then, there are punishing diminishing returns as playtime continues, requiring (as previously mentioned) DOZENS of viewed ads to make even an inch of perceived progress. Absolutely not worth any time.",1,0
335,Joseph Moore,Fun little game but others are right. I am at a point where it takes forever to accumulate enough money to unlock next stage. Also the number of ads that you have to watch just to make any kind of progress is stupid. I would also agree that $30 per month for no ads is criminal. I mean even Microsoft only charged $10 per year for no ads on one of its games that I play.,2,0
336,Susan,"It's a bit boring. Maybe you could add houses for penguins and maybe genders, names, and a breeding den? That way, you don't have to pay the game money for penguins? It also needs a new animation for penguins in the hot springs. How about they jump in, swim under and over water, and then swim back, jump out, and shake the water off? Also, can u plz make a forest verse plz? And in the forest verse, the trees drop acorns, the bushes grow berries, and add some seasons and weather! Thanks!",5,1
337,Blue Pit,"I really like this game. If there are any 2 issues I have with it, then they would be that when you collect a lot of the same penguin, they all crowd around where they spawned, and my other issue would be that when you advance to some of the later habitats, the old habitats pretty much stop having an effect at all.",5,1
338,Paul Nabil Matthis,"Extremely ad oriented. That covers almost all mechanics with a couple of urges to social share as well. Played it for a while then got bored of having to watch an ad to get any sort of progress. Which is a bummer, the graphics, music, and sound design are very soothing.",2,0
339,Evan Weber,"The game is a great game but there are a few problems. As soon as you get to the janitor and after, it becomes more and more difficult to make money without using gems 24/7. Another small problem that only I saw is that on the platform the janitor stands on, the broom doesn't hit the floor and neither do any penguins and it really bothers me😂. I love how cute the penguins are and I hope the devs keep updating the game to further increase the adorable experience.",4,1
340,Miranda Bogard,"Put 5 stars so everyone would see this . It's a good game , it's a good concept ... BUT it gets really irritating when almost every time I get on , the videos won't load for coins and hearts . It's super irritating , especially when I have a perfect internet signal and it STILL does it most of the time",5,1
341,Mary,"Love this game! So fun and keeps your interest; I keep coming back to it. The penguins are SO cute and I love checking on them. The graphics are amazing as well. This is my favorite app game so far! Update: I love the minigame Jump Jump, but there are a few glitches - sometimes the penguin doesn't respond to your movement accurately (it'll jump too far or won't jump at all even if you're holding down for the correct amount of time). I've lost a few rounds due to this.",5,1
342,Jeffrey,"I really love this game. The penguins are so cute, and I just love to watch them waddling around. It is also really satisfying to get new habitats and upgrade them. However, my only problem is that I sometimes have trouble collecting my offline earnings. Occasionally when I open the game, it doesn't give the pop-up that allows me to collect earnings. There have also been times where I tapped and it closed the pop-up without collecting. I would love if you could fix that.",5,1
343,Joey Russell,"Wonderful game. I love how the game looks and plays. It's not a game where you get an add every click, I love it! Penguins are the best. You can get more than penguins too! I just recently got the reindeer and he seems to get along with the penguins very well, it's like he became one of the penguin Bros. I do love my penguins! They are so cute and adorable! The music in the background is great for a relaxing evening and you just want something chill. So go get some penguins on your glacier!",5,1
344,Phoenix Shanks,"Not your average game, very relaxing and oddly hard to put down. From the cute little penguin waddles to the giant Whale splash, this game is clearly well made! Best game I've played in a while. The color pallet is very cool and calming, there was a lot of attention to detail when making this game. I really can't say how much I love this game!",5,1
345,Abdiel Aviles,"I really love this game, it's very addicting! I love the way the game looks and the way the progression system is laid out. This game does contain ads, which may seem like something that would shy people away from the game, but the way they lay out the ads is not annoying and you choose when to watch the ads, plus they reward you in game for each and every ad you watch. Developers, please please please add the ability to play this game on landscape mode! And the option to purchase ads away!",5,1
346,Sykol,"An amazing time consuming game. Entertaining, cute, and simple. I have no complaints. I saw a review that complained about how long it takes to get hearts. The game has to have some kind of difficulties to make it entertaining for players. The amount of time to gain hearts compared to coins is understandable. Totally recommend if your bored and in need of a cute, time burner.",5,1
347,Pedro Higueros,"This game is really enjoyable, and is very peaceful, relaxing and satisfying. Especially I like that someone made a game about my favorite animal the penguin of course. I suggest to add more mini games so you stay more time playing the game while the ads are loading. Finally thank for te extra help you are giving and for reading our comments.",5,1
348,Aiden Gray,"My phone ain't so bad to justify the abhorrent frame rate. On top of this, the game seems to think it's a nice, relaxing, sit and stare kinda game, but it's so not. You don't watch cute penguin doing cute penguin things, you watch a slideshow of a penguin using a fishing rod. It's... not as advertised. It might be good, I immediately uninstalled after sitting thru fifteen frames a second of a fishing hut.",1,0
349,Sydney Maison,"This game is great if you're stressed, or just looking for something cute to ease your mind. I love the buildable item interaction animations with the penguins, and watching them run about. The ads are completely optional, and you get rewards for watching them. The only suggestions I have are to make new backgrounds available for purchase with gems, a nighttime one would be much easier on the eyes before bed. Also, maybe you could implement interactions between penguins? Great game overall!!",5,1
350,Clash gaming,"Ok I can't lie this game is the best thing I have ever played, well phone games at least. There are no ads (unless you use it to get coins) and the game its self passes so much time. And not only that but it is so fun. You can decorate your island and expand it, and more. 10/10 complete recommend. Ps they didn't pay me I just love this game.",5,1
351,Logan Ferency-Viars,"Overall, good idle game. The penguins are adorable and interact with their surroundings, and the game has a great built-in snapshot feature that can freeze time to let you adjust the screen to get the perfect angle. The game does have a few points where you have to watch ads to advance levels, but it's a reasonable amount. There isn't much to do after playing continuously (watching ads) for ~15 minutes, but it's just an idle game so I'm not too concerned about that",5,1
352,Tony H,"First off, I'd like to state that I LOVE penguins. They're my favorite. That being said, if you download this game, you're going to spend 99% of your time watching ads, which isn't the issue to me. The issue is that the load time for ads is so ridiculously long, I spend more time staring at a grey box, waiting for loading, than I spend actually watching the penguins, or the ads. For reference, my highest upgraded area is level 2,035, so I play this a lot. Lowered to 1 star because of reply below",1,0
353,Rene Ibarra,"I like the game, it's a great way to spend some extra time playing, but I feel lied to. It being an idle clicker I bought the $30 ""limited"" pack in order to not have to worry about buying chests due to the ""1 card per hour."" So far I've had it for one day in total and I've gotten 5 cards from it... Is the 1 card per hour only limited for when were playing it? If so, why is not clearly stated that the ""1 card per hour"" is limited to when we are playing only.",4,1
354,James Picker,"I usually get bored quickly by incremental/clicker games, but this one has a certain charm from the pretty graphics and camera controls that many other games lack. The frequency of ads that reward you with in-game currency isn't too high to be annoying, and the world-building aspect of the game keeps progression interesting.",5,1
355,Chaotic Bread,"it's a good game, but seriously, the majority of the missions being leveling up the fishing spot 10-20 times? it's ridiculous, i'm having a hard time keeping up because it's costing so many in-game coins, why can't it be branched out between the habitats? I would like this to be fixed please",2,0
356,Chris B Ham,"I love this game. It's literally just a chill game (no pun intended) where you don't feel the need to spend money to get further in the game. As people have pointed out, there are ALOT of ads, but what they don't mention is that you don't have to watch them, but if you do, you get rewarded for it. Also the ads are only about 30s long. They have introduced an event which is pretty straightforward, the main issue was the delay due to there apple update, but there facebook explained all this.",5,1
357,Xanny Bannany,I really really like the graphics! I think you guys did really good on that. Although I think it could be more fun if the seagulls made noise when you pressed them or the other animals as well. Also I'm not super far into the the game but do the seals or penguins ever swim in the ocean? Like... not the hot springs bit the water surrounding the island? If not then I think that could be another fun addition to the game. But I really like it. It's very calming yet addictive. 10 out of 10 for sure!!,5,1
358,Mshiloh,"Cute, but stopped opening after two days. Just loads then crashes. It crashes upon saving images as well. Not sure if it's server space or just poor performance, but the only way for developers to make money off of ads is for users to actually have an opportunity to watch them, so it might be worth checking out! Super cute graphics, though. Most adorable mind numbing I've experienced.",5,1
359,Gabriel Chavez,"The game is pretty enjoyable and relaxing. The only issues are the decoration portion which limits the amount of decor you can set out. Some of the decorations even take up more slots so it's really less than originally thought. The placement of decorations is a little difficult at times but really not game breaking, eventually you can get it. Overall though, I really enjoy the game. Cannot give it 5 stars for the decoration issue but that does not make this a terrible game by any means.",4,1
360,Connor Allen,"Cute game with non intrusive ads. However, whenever I decided to watch an ad for a boost or reward the game would sit and load after the ad played but then never give me the reward. Happens every time I watch an ad. I have great wifi and a modern Google Pixel phone. It also crashed multiple times when logging in causing me to lose all of my gold I had made overnight two different times. That's losing the biggest collection two times. So I uninstalled.",2,0
361,Megan W.,"The game is cute. but eventually you hit a wall. You watch many many adds for the treasure ship, gift box, and so on to get gold to level up your iceberg. You get 20 penguins per specie. however once you get to the whale nest its over.Typically 20penguin gets you up 3 currency levels. Then suddenly its 7, it takes weeks to get that far. the island after doesn't unlock anymore penguins, it's another 7 lvls then who knows after. its to pay to play. I regret spending $.",2,0
362,kiah mattson,"I love this game! It's very calming for me and I like the achievements that are a part of it. The only thing I dislike is that you can't create an account to save your progress. If you download this app on a different device you can't log into it to keep going with how far you already were. I got a new phone and was super bummed to learn that I had to start the game all over again, even though I downloaded it on the same Google play account. If an account feature was added I would rate it 5/5",4,1
363,Dyllan Hayden,"I am having fun playing the game, but after this latest update(10/21/19 is when I downloaded the update), the nest where new penguins spawn is offset from the middle where it used to be...O don't know if it is my phone, a glitch, or a bug. Also, before the update, my letters were jumbled up and scrambled and any m, n, p, o, and e letters that were supposed to be there were not--I don't know why, but I fixed it by closing the app and waiting a couple of hours.",4,1
364,Stinky Dink,"I love this game, it's so wholesome how the penguins waddle around and just vibe and ask you to take their picture. One thing, however. I would love for there to be an update where we can name the penguins. Like give them each name tags. Because I have a Gentoo and she feels like a Dotty to me, but I can't ever tell which Gentoo is my Dotty. I would like to be able to tell my babies apart :)",5,1
